
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач_1_терминалом Количество_решенных_задач_2_терминалом Количество_решенных_задач_3_терминалом
28803 2877 Не_активен Не_активен Активен 457 457 456
28806 2877 Не_активен Не_активен Активен 457 457 456
28809 2877 Не_активен Не_активен Активен 457 457 456
28812 2877 Не_активен Не_активен Активен 457 457 456
28815 2877 Не_активен Не_активен Активен 457 457 456
28818 2878 Активен Не_активен Не_активен 457 457 457
28821 2878 Активен Не_активен Не_активен 457 457 457
28824 2878 Активен Не_активен Не_активен 457 457 457
28827 2878 Активен Не_активен Не_активен 457 457 457
28830 2880 Активен Не_активен Не_активен 457 457 457
28833 2880 Активен Не_активен Не_активен 457 457 457
28836 2880 Активен Не_активен Не_активен 457 457 457
28839 2881 Не_активен Активен Не_активен 458 457 457
28842 2881 Не_активен Активен Не_активен 458 457 457
28845 2881 Не_активен Активен Не_активен 458 457 457
28848 2881 Не_активен Активен Не_активен 458 457 457
28851 2881 Не_активен Активен Не_активен 458 457 457
28854 2881 Не_активен Активен Не_активен 458 457 457
28857 2881 Не_активен Активен Не_активен 458 457 457
28860 2884 Не_активен Не_активен Активен 458 458 457
28863 2884 Не_активен Не_активен Активен 458 458 457
28866 2884 Не_активен Не_активен Активен 458 458 457
28869 2884 Не_активен Не_активен Активен 458 458 457
28872 2884 Не_активен Не_активен Активен 458 458 457
28875 2884 Не_активен Не_активен Активен 458 458 457
28878 2884 Не_активен Не_активен Активен 458 458 457
28881 2885 Активен Не_активен Не_активен 458 458 458
28884 2885 Активен Не_активен Не_активен 458 458 458
28887 2885 Активен Не_активен Не_активен 458 458 458
28890 2886 Активен Не_активен Не_активен 458 458 458
28893 2886 Активен Не_активен Не_активен 458 458 458
28896 2886 Активен Не_активен Не_активен 458 458 458
28899 2886 Активен Не_активен Не_активен 458 458 458
28902 2887 Не_активен Активен Не_активен 459 458 458
28905 2887 Не_активен Активен Не_активен 459 458 458
28908 2887 Не_активен Активен Не_активен 459 458 458
28911 2887 Не_активен Активен Не_активен 459 458 458
28914 2887 Не_активен Активен Не_активен 459 458 458
28917 2887 Не_активен Активен Не_активен 459 458 458
28920 2889 Не_активен Активен Не_активен 459 458 458
28923 2890 Не_активен Не_активен Активен 459 459 458
28926 2890 Не_активен Не_активен Активен 459 459 458
28929 2890 Не_активен Не_активен Активен 459 459 458
